PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_SUBSTANCE_SYNONYM,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_SUBSTANCE_COMMENT
"CCSBASE_43B585310C","PG(33:2)","CCCCCC\C=C/CCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO)OC(=O)CCCCCCCC1CC1CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_6E22890DA6","PG(33:1)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO)OC(=O)CCCCCCCC1CC1CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_CA1772A520","PG(34:2)","CCCCCCCC\C=C/CCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(=O)OCC(O)CO","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_B6EAE09F54","PG(34:1)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_B669EAC754","PG(35:2)","CCCCCCCCC1CC1CCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(=O)OCC(O)CO","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_108D17E98F","PG(35:1)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO)OC(=O)CCCCCCCC1CC1CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_A95167EF3A","PG(36:2)","CCCCCCCC\C=C/CCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_6FCB4DE295","PG(36:1)","CCCCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_75FA324333","PE(30:1)","CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(=O)OCCN","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_65331C4075","PE(30:0)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCCN)OC(=O)CCCCCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_6B95EAEDEE","PE(31:1)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCCN)OC(=O)CCCCCCCC1CC1CCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_EA49219288","PE(31:0)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_F12884A6ED","PE(32:1)","CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(=O)OCCN","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_A87790305E","PE(32:0)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_F44CBEA268","PE(33:2)","CCCCCC\C=C/CCCCCCCC(=O)OCC(CO[P](O)(=O)OCCN)OC(=O)CCCCCCCC1CC1CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_87117970A4","PE(33:1)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCCN)OC(=O)CCCCCCCC1CC1CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_01F3DC265A","PE(34:2)","CCCCCCCC\C=C/CCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(=O)OCCN","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_F91CFE7C10","PE(34:1)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_F2FF33868C","PE(35:2)","CCCCCCCCC1CC1CCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(=O)OCCN","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_0C48A36237","PE(35:1)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCCN)OC(=O)CCCCCCCC1CC1CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_0F9D5DB45B","PE(36:2)","CCCCCCCC\C=C/CCCCCCCC(=O)OCC(CO[P](O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_8B318ABA0E","PE(36:1)","CCCCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_8A88B6001F","LPE(14:0/0:0)","CCCCCCCCCCCCCC(=O)OC[C@@H](O)CO[P]([O-])(=O)OCC[NH3+]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_0EE3833174","LPE(15:1/0:0)","CCCCC1CC1CCCCCCCC(=O)OC[C@@H](O)CO[P]([O-])(=O)OCC[NH3+]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_E22155E0FE","LPE(15:0/0:0)","CCCCCCCCCCCCCCC(=O)OC[C@@H](O)CO[P]([O-])(=O)OCC[NH3+]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_3754E60F0A","LPE(16:1/0:0)","CCCCCC/C=C/CCCCCCCC(=O)OC[C@@H](O)CO[P]([O-])(=O)OCC[NH3+]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_D05708B850","LPE(16:0/0:0)","CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)CO[P]([O-])(=O)OCC[NH3+]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_DBBDE49AFA","LPE(17:1/0:0)","CCCCCCC1CC1CCCCCCCC(=O)OC[C@@H](O)CO[P]([O-])(=O)OCC[NH3+]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_7BC6D64FD8","LPE(18:1/0:0)","CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@@H](O)CO[P]([O-])(=O)OCC[NH3+]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_8D036E7550","LPE(19:1/0:0)","CCCCCCCCC1CC1CCCCCCCC(=O)OC[C@@H](O)CO[P]([O-])(=O)OCC[NH3+]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_248FC8A0B6","LPE(0:0/14:0)","CCCCCCCCCCCCCC(=O)O[C@H](CO)CO[P]([O-])(=O)OCC[NH3+]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_98372C8F6B","LPE(0:0/15:1)","CCCCC1CC1CCCCCCCC(=O)O[C@H](CO)CO[P]([O-])(=O)OCC[NH3+]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_5CBDBB6A8F","LPE(0:0/15:0)","CCCCCCCCCCCCCCC(=O)O[C@H](CO)CO[P]([O-])(=O)OCC[NH3+]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_D7AAAA8608","LPE(0:0/16:1)","CCCCCC/C=C/CCCCCCCC(=O)O[C@H](CO)CO[P]([O-])(=O)OCC[NH3+]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_1813C35594","LPE(0:0/16:0)","CCCCCCCCCCCCCCCC(=O)O[C@H](CO)CO[P]([O-])(=O)OCC[NH3+]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_0209E2A672","LPE(0:0/17:1)","CCCCCCC1CC1CCCCCCCC(=O)O[C@H](CO)CO[P]([O-])(=O)OCC[NH3+]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_45CD367B02","LPE(0:0/18:1)","CCCCCCCC/C=C/CCCCCCCC(=O)O[C@H](CO)CO[P]([O-])(=O)OCC[NH3+]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_A4B572F1B6","LPE(0:0/19:1)","CCCCCCCCC1CC1CCCCCCCC(=O)O[C@H](CO)CO[P]([O-])(=O)OCC[NH3+]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_F12972DAC2","LPG(15:1)","CCCCC1CC1CCCCCCCC(=O)O[C@H](CO)CO[P](O)(=O)OCC(O)CO","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_9A64A152AA","LPG(15:0)","CCCCCCCCCCCCCCC(=O)O[C@H](CO)CO[P](O)(=O)OCC(O)CO","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_F65BFF90F4","LPG(16:1)","CCCCCC/C=C/CCCCCCCC(=O)O[C@H](CO)CO[P](O)(=O)OCC(O)CO","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_5AC86A731C","LPG(16:0)","CCCCCCCCCCCCCCCC(=O)O[C@H](CO)CO[P](O)(=O)OCC(O)CO","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_509C251FF9","LPG(17:1)","CCCCCCC1CC1CCCCCCCC(=O)O[C@H](CO)CO[P](O)(=O)OCC(O)CO","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_FD0E3BEAB0","LPG(18:1)","CCCCCCCC/C=C/CCCCCCCC(=O)O[C@H](CO)CO[P](O)(=O)OCC(O)CO","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_1BE205A964","LPG(19:1)","CCCCCCCCC1CC1CCCCCCCC(=O)O[C@H](CO)CO[P](O)(=O)OCC(O)CO","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_C7B9DA5B95","LPG(15:0)","CCCCCCCCCCCCCCC(=O)OC[C@@H](O)CO[P](O)(=O)OCC(O)CO","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_F97A600159","LPG(16:1)","CCCCCC/C=C/CCCCCCCC(=O)OC[C@@H](O)CO[P](O)(=O)OCC(O)CO","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_34B5F76EF9","LPG(17:1)","CCCCCCC1CC1CCCCCCCC(=O)OC[C@@H](O)CO[P](O)(=O)OCC(O)CO","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_C337342532","LPG(18:1)","CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@@H](O)CO[P](O)(=O)OCC(O)CO","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_20523839A8","LPG(19:1)","CCCCCCCCC1CC1CCCCCCCC(=O)OC[C@@H](O)CO[P](O)(=O)OCC(O)CO","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_A53792D00B","CL(63:3)","CCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_F8ADBDAC85","CL(63:2)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_EDECE66BEB","CL(63:1)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_776337A544","CL(64:3)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_A2E2DC0AC6","CL(64:2)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_4294B8DE21","CL(65:3)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCC1CC1CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_DFADE49C9C","CL(65:2)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC1CC1CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_1EC775D81F","CL(66:4)","CCCCCCCC\C=C/CCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_DA07EE0B4E","CL(66:3)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_4358C52472","CL(66:2)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_9A5EE6B7FA","CL(67:4)","CCCCCCCC\C=C/CCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCCC1CC1CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_CD5998D870","CL(67:3)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCCC1CC1CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_17E00139B6","CL(67:2)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCCC1CC1CCCCCC)OC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_61EDB1A8AC","CL(68:4)","CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_59907A786C","CL(68:3)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_00637356B7","CL(68:2)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_9E7B4E5188","CL(69:4)","CCCCCCCC\C=C/CCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCCC1CC1CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_13A3B805CD","CL(69:3)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCCC1CC1CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_D7BB353C2D","CL(69:2)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO[P](O)(=O)OCC(COC(=O)CCCCCCCC1CC1CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_05A353BD4B","PA(31:1)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(O)=O)OC(=O)CCCCCCCC1CC1CCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_DB9E808801","PA(32:2)","CCCCCC\C=C/CCCCCCCC(=O)OCC(CO[P](O)(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_C97AC8164E","PA(32:1)","CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(O)=O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_5CFD214DD4","PA(33:1)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(O)=O)OC(=O)CCCCCCCC1CC1CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_EE36A53570","PA(34:2)","CCCCCCCC\C=C/CCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(O)=O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_92811C8C76","PA(34:1)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(O)=O)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_603753238D","PA(35:2)","CCCCCCCCC1CC1CCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(O)=O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_D30F87BA0F","PA(35:1)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(O)=O)OC(=O)CCCCCCCC1CC1CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_E3F8D8BEFB","PA(36:2)","CCCCCCCC\C=C/CCCCCCCC(=O)OCC(CO[P](O)(O)=O)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_DFD3796961","PA(36:1)","CCCCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(O)=O)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_16255D41E7","AcylPG(47:1)","CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCC ","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_1251962B22","AcylPG(48:1)","CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_0D7BECED17","AcylPG(49:1)","CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC1CC1CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_5455F1E3E5","AcylPG(50:2)","CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_0B930F03FC","AcylPE(47:1)","CCCCCCCCCCCCCCCC(=O)NCCO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_EF26466215","AcylPE(48:1)","CCCCCCCCCCCCCCCC(=O)NCCO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_D9847C8132","AcylPE(49:1)","CCCCCCCCCCCCCCCC(=O)NCCO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC1CC1CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_5DD2053870","AcylPE(50:1)","CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(=O)OCCNC(=O)CCCCCCCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_CBC6E44499","PG(30:1)","CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(=O)OCC(O)CO","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_84E49C2714","PG(30:0)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO)OC(=O)CCCCCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_A1C6BF6E5F","PG(31:1)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO)OC(=O)CCCCCCCC1CC1CCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_6F7528778E","PG(32:2)","CCCCCC\C=C/CCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
