g_id,name,adduct,mz,mass,z,ccs,ccs_type,ccs_method,smi,ref
"CCSBASE_B70D7BB1FB","LPE(22:5)","[M+H]+",528.3087,528.3087,1,221.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_E51E4BEEF6","LPE(22:5)","[M+H]+",528.3060,528.3060,1,220.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_2C08C89A80","LPE(22:6)","[M+H]+",526.2919,526.2919,1,218.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_E828FCDC13","LPE(22:6)","[M+H]+",526.2933,526.2933,1,218.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_EB01B91C0F","LPE(22:6)","[M+H]+",526.2922,526.2922,1,219.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_A48C8DE556","LPE(24:0)","[M-H]-",564.4032,564.4032,1,242.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCCCCCCCCCCCCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_1850491169","LPE(o16:0)","[M-H]-",436.2834,436.2834,1,208.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_CB4CD35013","LPE(o16:0)","[M-H]-",436.2833,436.2833,1,212.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_84050AF4BE","LPE(o16:0)","[M-H]-",436.2839,436.2839,1,213.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_41E7E1CAB7","LPE(o18:1)","[M-CH3]-",450.2989,450.2989,1,216.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COCCCCCCCC/C=C\CCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_B0EAD59775","LPE(o18:1)","[M-H]-",464.3145,464.3145,1,220.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COCCCCCCCC/C=C\CCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_F1835EB13C","LPE(o20:0)","[M-H]-",492.3456,492.3456,1,222.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COCCCCCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_0139C7AEB7","LPE(o20:0)","[M-H]-",492.3461,492.3461,1,227.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COCCCCCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_88EF189D67","LPG(16:0)","[M-H]-",483.2728,483.2728,1,221.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCCCCCCCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_0B9D05CF6E","LPG(16:0)","[M-H]-",483.2722,483.2722,1,221.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCCCCCCCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_FCBFB4982F","LPG(16:1)","[M-H]-",481.2590,481.2590,1,216.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_77CDAAC20B","LPG(16:1)","[M-H]-",481.2564,481.2564,1,217.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_1E0A7AB097","LPG(18:0)","[M-H]-",511.3056,511.3056,1,228.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_02E4A63EE0","LPG(18:0)","[M-H]-",511.3028,511.3028,1,229.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_87F005C1BC","LPG(18:1)","[M-H]-",509.2867,509.2867,1,221.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_8F6BD499F8","LPG(18:1)","[M-H]-",509.2883,509.2883,1,225.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_679FC04438","LPG(18:1)","[M-H]-",509.2879,509.2879,1,226.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_C6E2A5EEDF","LPG(18:2)","[M-H]-",507.2730,507.2730,1,222.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_1199F7CB7F","LPG(20:2)","[M-H]-",535.3048,535.3048,1,230.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_40FD44ACA9","LPG(20:2)","[M+H]+",537.3190,537.3190,1,230.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_F63A23C21F","LPG(20:4)","[M-H]-",531.2727,531.2727,1,227.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_1D9E667A0B","LPG(22:6)","[M-H]-",555.2721,555.2721,1,231.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_BF3877E110","LPI(16:0)","[M-H]-",571.2911,571.2911,1,232.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@]([H])(O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_1D7E1D87F0","LPI(16:0)","[M-H]-",571.2888,571.2888,1,236.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@]([H])(O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_DD58DA52C7","LPI(16:1)","[M-H]-",569.2733,569.2733,1,233.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@]([H])(O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCCCCC/C=C\CCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_842B797542","LPI(18:0)","[M-H]-",599.3200,599.3200,1,244.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@]([H])(O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_88C0525E02","LPI(18:0)","[M+H]+",601.3346,601.3346,1,249.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@]([H])(O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_73CEA995BD","LPI(18:0)","[M+H]+",601.3345,601.3345,1,248.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@]([H])(O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_99DB4857C3","LPI(18:1)","[M-H]-",597.3044,597.3044,1,241.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@]([H])(O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCCCCC/C=C\CCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_5876CA898B","LPI(18:4)","[M+CH3COO]-",651.2803,651.2803,1,244.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@]([H])(O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_56C68D4503","LPI(20:0)","[M-CH3]-",613.3357,613.3357,1,248.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@]([H])(O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_E1F162F98B","LPI(20:1)","[M-H]-",625.3334,625.3334,1,248.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@]([H])(O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_BE80C00D82","LPI(20:2)","[M-H]-",623.3216,623.3216,1,246.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@]([H])(O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_26556EC9FC","LPI(20:3)","[M-H]-",621.3044,621.3044,1,245.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@]([H])(O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_3057AA48B8","LPI(20:4)","[M-H]-",619.2885,619.2885,1,241.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@]([H])(O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_66E06F8137","LPI(20:4)","[M-H]-",619.2901,619.2901,1,244.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@]([H])(O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_101A4CAEBC","LPS(16:0)","[M-H]-",496.2682,496.2682,1,223.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(O)COC(CCCCCCCCCCCCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_FBE2447749","LPS(18:0)","[M-H]-",524.2996,524.2996,1,227.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_2ABD7B12EE","LPS(18:0)","[M+H]+",526.3146,526.3146,1,229.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_1365E4FA19","LPS(18:1)","[M-H]-",522.2838,522.2838,1,228.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_9CC73BCF12","LPS(20:4)","[M+H]+",546.2822,546.2822,1,221.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_9DAB5353FA","LPS(22:0)","[M-H]-",580.3627,580.3627,1,246.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(O)COC(CCCCCCCCCCCCCCCCCCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_C6CF79B5AE","LPS(22:1)","[M-H]-",578.3480,578.3480,1,242.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_CF69FA97AF","LPS(22:6)","[M-H]-",568.2704,568.2704,1,230.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_273262A24A","LPS(22:6)","[M-H]-",568.2693,568.2693,1,233.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_FE4F81DB79","LysoPC(22:5)","[M+H]+",570.3552,570.3552,1,233.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_EE94FF70A3","LysoPC(24:1)","[M+H]+",606.4489,606.4489,1,253.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_0CFCE33D85","LysoPE(18:2)","[M+H]+",478.2927,478.2927,1,210.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_574D011095","LysoPE(18:2)","[M+H]+",478.2924,478.2924,1,211.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_1EB10DABC6","LysoPE(20:4)","[M+H]+",502.2928,502.2928,1,213.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_0515046919","LysoPE(20:4)","[M+H]+",502.2927,502.2927,1,215.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_D079A9DA76","LysoPE(22:5)","[M-H]-",526.2943,526.2943,1,221.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_E04A2DF8EE","LysoPE(22:5)","[M-H]-",526.2938,526.2938,1,222.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_FE431A5CB3","LysoPE(22:5)","[M+H]+",528.3082,528.3082,1,218.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_A97FC44B87","LysoPE(22:5)","[M+H]+",528.3109,528.3109,1,220.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_DD570DA477","LysoPE(22:5)","[M+H]+",528.3087,528.3087,1,220.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_26FB62416C","LysoPE(22:5)","[M+H]+",528.3084,528.3084,1,221.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_07E3FA4299","LysoPE(22:6)","[M+H]+",526.2924,526.2924,1,217.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_2F8F6F5305","PA(30:0)","[M-H]-",619.4343,619.4343,1,254.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_F5287AD92B","PA(30:1)","[M-H]-",617.4180,617.4180,1,251.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_9DCE4A746F","PA(32:1)","[M-H]-",645.4504,645.4504,1,259.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_367868F6BD","PA(32:4)","[M+CH3COO]-",699.4277,699.4277,1,260.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)O)([H])(OC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_97159D98F6","PA(34:0)","[M+Cl]-",711.4719,711.4719,1,267.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_34AC993D80","PA(36:0)","[M+Cl]-",739.5055,739.5055,1,273.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_E51141AA77","PA(36:6)","[M-H]-",691.4321,691.4321,1,264.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCC)=O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_19D02D3D0C","PA(37:0)","[M+Cl]-",753.5177,753.5177,1,276.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_881F50DA0C","PA(37:4)","[M-H]-",709.4791,709.4791,1,280.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\C/C=C\CCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_B171FB2314","PA(38:8)","[M-H]-",715.4311,715.4311,1,263.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)O)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_9AE06780C0","PA(16:0)","[M-H]-",409.2361,409.2361,1,201.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)O)([H])(OC(CCCCCCC)=O)COC(CCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_D4BEFAA06F","PA(16:1)","[M-H]-",407.2203,407.2203,1,198.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","OP(OC[C@]([H])(OC(CC=CCCCC)=O)COC(CC=CCC=CC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_EFFEDA8608","PA(18:1)","[M-H]-",435.2516,435.2516,1,205.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","OP(OC[C@]([H])(OC(CC=CCCCCC)=O)COC(CC=CCC=CCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_B70DBD5A1F","PA(18:2)","[M-H]-",433.2370,433.2370,1,202.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","OP(OC[C@]([H])(OC(CC=CCCCCC)=O)COC(CC=CCCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_5CC542FA50","PA(18:2)","[M-H]-",433.2372,433.2372,1,213.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","OP(OC[C@]([H])(OC(CC=CCCCCC)=O)COC(CC=CCCCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_126F14E3F6","PA(20:4)","[M-H]-",457.2367,457.2367,1,207.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","OP(OC[C@]([H])(OC(CC=CCC=CCCC)=O)COC(CC=CCC=CCCC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_9DC8A9C89D","PA(20:5)","[M-H]-",455.2224,455.2224,1,206.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","OP(OC[C@]([H])(OC(CC=CCC=CCC=CC)=O)COC(CC=CCC=CCC=CCC=CC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_0138B6D183","PA(22:6)","[M-H]-",481.2369,481.2369,1,211.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","OP(OC[C@]([H])(OC(CC=CCC=CCC=CC)=O)COC(CC=CCC=CCC=CC)=O)(=O)O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_79E671245E","PA(31:1)","[M+CH3COO]-",691.4583,691.4583,1,263.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_E23285356C","PA(39:0)","[M-CH3]-",731.5604,731.5604,1,286.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_78F83F88D0","PC(16:0)","[M+H]+",510.3195,510.3195,1,229.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(C)=O)COC(CCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
